provider,cidr,region
aws,52.93.22.64/29,us-west-1
aws,52.93.23.0/24,eu-central-1
aws,52.93.24.0/21,us-east-1
aws,52.93.32.176/32,eu-west-1
aws,52.93.32.179/32,us-east-2
aws,52.93.32.180/32,us-west-1
aws,52.93.32.183/32,ap-southeast-2
aws,52.93.32.184/32,il-central-1
aws,52.93.33.8/30,ap-southeast-2
aws,52.93.33.224/31,ap-southeast-2
aws,52.93.33.230/31,ap-southeast-2
aws,52.93.34.0/23,
aws,52.93.36.0/22,
aws,52.93.40.0/22,
aws,52.93.44.0/23,
aws,52.93.47.0/24,us-west-1
aws,52.93.48.0/22,
aws,52.93.52.160/29,us-west-1
aws,52.93.53.0/29,us-west-1
aws,52.93.55.144/30,us-west-1
aws,52.93.55.148/31,us-west-1
aws,52.93.55.152/29,us-west-1
aws,52.93.55.160/29,us-west-1
aws,52.93.56.0/21,
aws,52.93.64.0/22,
aws,52.93.68.0/23,
aws,52.93.70.40/29,us-east-1
aws,52.93.70.128/25,us-west-1
aws,52.93.71.37/32,eu-west-1
aws,52.93.71.38/31,eu-west-1
aws,52.93.71.40/29,eu-west-1
aws,52.93.72.0/21,
aws,52.93.80.0/22,
aws,52.93.84.160/29,us-east-1
aws,52.93.84.192/29,us-east-1
aws,52.93.86.160/29,us-east-1
aws,52.93.86.192/29,us-east-1
aws,52.93.87.96/27,us-east-1
aws,52.93.88.160/29,us-east-1
aws,52.93.88.192/29,us-east-1
aws,52.93.90.160/29,us-east-1
aws,52.93.90.192/29,us-east-1
aws,52.93.91.96/28,us-east-1
aws,52.93.91.112/30,us-east-1
aws,52.93.92.0/22,
aws,52.93.96.0/22,
aws,52.93.100.0/23,eu-west-1
aws,52.93.111.0/24,eu-central-1
aws,52.93.112.0/23,eu-west-1
aws,52.93.115.0/24,ap-south-2
aws,52.93.116.0/24,ap-south-1
aws,52.93.119.144/30,us-east-1
aws,52.93.120.176/30,
aws,52.93.121.187/32,ap-northeast-1
aws,52.93.121.188/31,ap-northeast-1
aws,52.93.121.190/32,ap-northeast-1
aws,52.93.121.195/32,ap-northeast-1
aws,52.93.121.196/31,ap-northeast-1
aws,52.93.121.198/32,ap-northeast-1
aws,52.93.122.131/32,us-west-1
aws,52.93.122.202/31,sa-east-1
aws,52.93.122.218/32,us-west-2
aws,52.93.122.255/32,us-west-1
aws,52.93.123.6/32,eu-west-3
aws,52.93.123.11/32,us-west-1
aws,52.93.123.98/31,us-east-1
aws,52.93.123.136/32,us-east-1
aws,52.93.123.255/32,us-east-1
aws,52.93.124.14/31,eu-south-1
aws,52.93.124.96/31,eu-west-3
aws,52.93.124.210/31,eu-south-1
aws,52.93.124.212/31,eu-west-3
aws,52.93.125.42/31,us-west-1
aws,52.93.126.76/32,eu-west-1
aws,52.93.126.122/31,us-east-1
aws,52.93.126.130/31,ap-southeast-2
aws,52.93.126.132/30,eu-central-1
aws,52.93.126.136/30,ap-southeast-2
aws,52.93.126.144/30,
aws,52.93.126.198/31,eu-south-1
aws,52.93.126.204/30,
aws,52.93.126.212/30,us-east-1
aws,52.93.126.234/31,sa-east-1
aws,52.93.126.244/31,ap-south-1
aws,52.93.126.250/31,eu-west-3
aws,52.93.127.17/32,eu-west-3
aws,52.93.127.18/31,us-east-1
aws,52.93.127.24/30,eu-west-1
aws,52.93.127.68/30,
aws,52.93.127.92/30,cn-northwest-1
aws,52.93.127.96/27,
aws,52.93.127.128/30,ap-south-1
aws,52.93.127.132/31,ap-south-1
aws,52.93.127.138/31,eu-central-1
aws,52.93.127.146/31,ap-northeast-1
aws,52.93.127.148/31,ap-northeast-1
aws,52.93.127.152/29,
aws,52.93.127.160/29,
aws,52.93.127.168/31,us-east-1
aws,52.93.127.172/30,
aws,52.93.127.176/29,
aws,52.93.127.184/31,us-east-1
aws,52.93.127.194/31,ap-southeast-1
aws,52.93.127.196/30,
aws,52.93.127.200/29,
aws,52.93.127.216/30,us-east-1
aws,52.93.127.220/31,us-east-1
aws,52.93.127.232/32,eu-west-1
aws,52.93.127.237/32,eu-central-1
aws,52.93.127.238/31,
aws,52.93.127.244/30,ap-northeast-1
aws,52.93.127.248/29,ap-northeast-1
aws,52.93.129.95/32,eu-south-1
aws,52.93.131.217/32,eu-south-1
aws,52.93.133.127/32,eu-south-1
aws,52.93.133.129/32,eu-south-1
aws,52.93.133.131/32,eu-south-1
aws,52.93.133.133/32,eu-south-1
aws,52.93.133.153/32,eu-south-1
aws,52.93.133.155/32,eu-south-1
aws,52.93.133.175/32,eu-south-1
aws,52.93.133.177/32,eu-south-1
aws,52.93.133.179/32,eu-south-1
aws,52.93.133.181/32,eu-south-1
aws,52.93.134.181/32,eu-south-1
aws,52.93.135.195/32,eu-south-1
aws,52.93.136.0/22,
aws,52.93.140.0/24,ap-south-1
aws,52.93.141.128/25,us-west-1
aws,52.93.146.0/23,
aws,52.93.148.0/25,ap-south-1
aws,52.93.148.128/26,ap-south-1
aws,52.93.149.0/24,us-west-1
aws,52.93.150.0/23,
aws,52.93.152.160/29,eu-west-2
aws,52.93.152.192/29,eu-west-2
aws,52.93.153.64/29,eu-west-2
aws,52.93.153.80/32,eu-west-2
aws,52.93.153.96/29,eu-west-2
aws,52.93.153.128/29,eu-west-2
aws,52.93.153.148/31,eu-west-2
aws,52.93.153.168/29,eu-west-2
aws,52.93.153.176/30,eu-west-2
aws,52.93.156.0/22,ap-east-1
aws,52.93.178.128/26,us-west-1
aws,52.93.178.192/27,us-west-1
aws,52.93.178.224/29,us-west-1
aws,52.93.178.232/30,us-west-1
aws,52.93.182.128/26,ap-southeast-2
aws,52.93.183.64/27,eu-west-1
aws,52.93.193.192/29,ca-central-1
aws,52.93.193.200/30,ca-central-1
aws,52.93.198.0/25,eu-west-3
aws,52.93.199.24/29,us-east-2
aws,52.93.199.32/28,us-east-2
aws,52.93.199.88/29,us-east-2
aws,52.93.199.96/28,us-east-2
aws,52.93.201.80/28,us-west-1
aws,52.93.201.96/28,us-west-1
aws,52.93.228.160/29,eu-west-2
aws,52.93.228.192/29,eu-west-2
aws,52.93.229.64/29,eu-west-2
aws,52.93.229.96/29,eu-west-2
aws,52.93.229.128/29,eu-west-2
aws,52.93.229.148/31,eu-west-2
aws,52.93.236.0/22,
aws,52.93.240.0/22,
aws,52.93.244.0/23,
aws,52.93.246.216/29,us-west-2
aws,52.93.247.0/25,ap-northeast-2
aws,52.93.248.0/22,
aws,52.93.254.0/23,
aws,52.94.0.0/20,
aws,52.94.16.0/22,
aws,52.94.20.0/24,ap-south-1
aws,52.94.22.0/23,
aws,52.94.24.0/22,eu-west-1
aws,52.94.28.0/23,us-west-2
aws,52.94.30.0/24,af-south-1
aws,52.94.32.0/19,eu-west-2
aws,52.94.64.0/22,ca-central-1
aws,52.94.68.0/23,
aws,52.94.72.0/21,
aws,52.94.80.0/20,ca-central-1
aws,52.94.96.0/19,
aws,52.94.128.0/20,
aws,52.94.144.0/23,us-west-1
aws,52.94.146.0/24,eu-central-1
aws,52.94.148.0/22,sa-east-1
aws,52.94.152.3/32,ap-northeast-1
aws,52.94.152.9/32,us-east-1
aws,52.94.152.11/32,us-east-1
aws,52.94.152.12/32,us-east-1
aws,52.94.152.44/32,us-east-1
aws,52.94.152.60/30,us-east-2
aws,52.94.152.64/30,
aws,52.94.152.68/31,us-west-1
aws,52.94.152.176/28,
aws,52.94.152.192/30,us-gov-west-1
aws,52.94.160.0/19,
aws,52.94.192.0/22,us-east-1
aws,52.94.196.0/23,
aws,52.94.198.0/25,
aws,52.94.198.128/27,
aws,52.94.199.0/24,us-east-2
aws,52.94.200.0/24,ap-northeast-1
aws,52.94.201.0/25,us-east-1
aws,52.94.204.0/22,
aws,52.94.208.0/20,
aws,52.94.224.0/20,us-east-1
aws,52.94.240.0/21,us-east-1
aws,52.94.248.0/25,
aws,52.94.248.128/26,
aws,52.94.248.192/27,
aws,52.94.248.224/28,us-gov-west-1
aws,52.94.249.32/27,
aws,52.94.249.64/26,
aws,52.94.249.128/25,
aws,52.94.250.0/26,
aws,52.94.250.80/28,ap-southeast-5
aws,52.94.250.96/27,
aws,52.94.250.128/26,
aws,52.94.252.0/22,us-east-1
aws,52.95.0.0/20,us-east-2
aws,52.95.16.0/21,us-east-2
aws,52.95.24.0/22,us-east-2
aws,52.95.28.0/24,us-east-2
aws,52.95.29.0/26,us-east-2
aws,52.95.30.0/23,ap-northeast-1
aws,52.95.34.0/23,
aws,52.95.36.0/22,ap-southeast-2
aws,52.95.40.0/23,
aws,52.95.42.0/24,us-west-1
aws,52.95.48.0/20,
aws,52.95.64.0/18,
aws,52.95.128.0/18,
aws,52.95.192.0/20,ap-northeast-2
aws,52.95.208.0/21,
aws,52.95.216.0/22,GLOBAL
aws,52.95.224.0/22,
aws,52.95.228.0/23,
aws,52.95.230.0/24,us-west-2
aws,52.95.235.0/24,ap-southeast-3
aws,52.95.239.0/24,eu-west-2
aws,52.95.240.0/21,
aws,52.95.248.0/22,
aws,52.95.252.0/23,
aws,52.95.254.0/24,eu-west-3
aws,52.95.255.0/25,
aws,52.95.255.128/28,eu-central-1
aws,52.119.128.0/18,
aws,52.119.192.0/21,
aws,52.119.205.0/24,ap-southeast-1
aws,52.119.206.0/23,us-east-1
aws,52.119.208.0/20,
aws,52.119.224.0/20,us-east-1
aws,52.119.240.0/21,eu-west-1
aws,52.119.248.0/23,
aws,52.119.252.0/22,us-west-2
aws,52.124.128.0/17,GLOBAL
aws,52.129.130.0/23,
aws,52.129.224.0/22,us-west-2
aws,52.144.133.32/27,eu-west-2
aws,52.144.192.0/24,us-east-1
aws,52.144.193.0/25,us-east-1
aws,52.144.193.128/26,us-east-1
aws,52.144.194.0/24,
aws,52.144.195.0/26,us-east-1
aws,52.144.196.192/26,us-east-2
aws,52.144.197.128/25,us-west-2
aws,52.144.199.128/26,ca-central-1
aws,52.144.200.64/26,us-east-1
aws,52.144.200.128/26,us-east-1
aws,52.144.201.64/26,ca-central-1
aws,52.144.201.128/26,ca-central-1
aws,52.144.205.0/26,us-west-1
aws,52.144.208.0/30,eu-north-1
aws,52.144.208.64/26,eu-west-1
aws,52.144.208.128/25,eu-west-1
aws,52.144.209.0/24,
aws,52.144.210.0/24,
aws,52.144.211.0/25,
aws,52.144.211.128/26,eu-west-2
aws,52.144.211.192/29,eu-west-2
aws,52.144.211.200/30,eu-west-2
aws,52.144.212.64/26,eu-west-1
aws,52.144.212.192/26,eu-west-1
aws,52.144.213.64/26,eu-west-2
aws,52.144.214.128/26,eu-south-1
aws,52.144.215.0/30,eu-west-1
aws,52.144.215.192/29,eu-north-1
aws,52.144.215.200/30,eu-north-1
aws,52.144.216.0/29,eu-north-1
aws,52.144.216.8/30,eu-north-1
aws,52.144.218.0/25,eu-west-1
aws,52.144.223.64/26,ap-south-1
aws,52.144.223.128/26,ap-south-1
aws,52.144.224.64/26,ap-southeast-2
aws,52.144.224.128/25,
aws,52.144.225.0/25,
aws,52.144.225.128/26,ap-northeast-1
aws,52.144.227.64/26,ap-northeast-2
aws,52.144.227.192/26,ap-northeast-2
aws,52.144.228.0/30,ap-south-1
aws,52.144.228.64/26,ap-southeast-2
aws,52.144.228.128/25,
aws,52.144.229.0/25,
aws,52.144.230.0/26,ap-northeast-1
aws,52.144.230.204/30,ap-southeast-1
aws,52.144.230.208/30,ap-southeast-1
aws,52.144.231.64/26,ap-southeast-1
aws,52.144.233.64/29,ap-northeast-3
aws,52.144.233.128/29,ap-northeast-3
aws,52.144.233.192/26,eu-west-1
aws,52.192.0.0/12,
aws,52.208.0.0/13,eu-west-1
aws,52.216.0.0/15,us-east-1
aws,52.218.0.0/16,
aws,52.219.0.0/20,ap-northeast-1
aws,52.219.16.0/22,ap-northeast-1
aws,52.219.20.0/23,ap-northeast-1
aws,52.219.24.0/21,us-west-1
aws,52.219.32.0/20,
aws,52.219.56.0/21,
aws,52.219.64.0/21,
aws,52.219.72.0/22,eu-central-1
aws,52.219.80.0/20,us-east-2
aws,52.219.96.0/19,
aws,52.219.128.0/18,
aws,52.219.192.0/20,
aws,52.219.208.0/21,
aws,52.219.216.0/22,
aws,52.219.220.0/23,us-west-1
aws,52.219.224.0/21,us-east-2
aws,52.219.232.0/22,us-east-2
aws,52.219.254.0/23,
aws,52.220.0.0/15,ap-southeast-1
aws,52.222.0.0/16,
aws,52.223.0.0/17,GLOBAL
aws,52.223.192.0/18,GLOBAL
aws,54.6.0.0/15,il-central-1
aws,54.20.0.0/15,sa-east-1
aws,54.25.0.0/21,eu-south-1
aws,54.25.14.0/23,us-east-1
aws,54.25.20.0/24,us-east-1
aws,54.25.82.0/24,us-east-1
aws,54.26.166.0/24,us-east-1
aws,54.32.0.0/15,ap-northeast-2
aws,54.46.0.0/17,ap-east-1
aws,54.54.0.0/15,ap-east-2
aws,54.64.0.0/11,
aws,54.112.0.0/18,us-east-1
aws,54.116.0.0/15,ap-northeast-2
aws,54.136.0.0/15,me-central-1
aws,54.144.0.0/12,
aws,54.160.0.0/11,
aws,54.192.0.0/12,
aws,54.208.0.0/13,
aws,54.216.0.0/14,
aws,54.220.0.0/15,
aws,54.222.0.0/19,cn-north-1
aws,54.222.48.0/21,cn-north-1
aws,54.222.57.0/24,cn-north-1
aws,54.222.58.0/28,cn-north-1
aws,54.222.58.32/27,cn-north-1
aws,54.222.64.0/21,cn-north-1
aws,54.222.76.0/22,cn-north-1
aws,54.222.80.0/21,cn-north-1
aws,54.222.88.0/24,cn-north-1
aws,54.222.90.0/23,cn-north-1
aws,54.222.92.0/22,cn-north-1
aws,54.222.96.0/21,cn-north-1
aws,54.222.112.0/20,cn-north-1
aws,54.222.128.0/17,cn-north-1
aws,54.223.0.0/16,cn-north-1
aws,54.224.0.0/13,
aws,54.232.0.0/14,
aws,54.236.0.0/15,us-east-1
aws,54.238.0.0/16,ap-northeast-1
aws,54.239.0.0/19,
aws,54.239.32.0/21,eu-west-1
aws,54.239.40.128/31,ap-northeast-2
aws,54.239.40.132/31,eu-west-3
aws,54.239.40.134/32,eu-west-3
aws,54.239.40.152/29,ap-northeast-2
aws,54.239.48.0/20,
aws,54.239.64.0/21,eu-central-1
aws,54.239.96.0/24,ap-northeast-1
aws,54.239.98.0/23,
aws,54.239.100.0/23,eu-west-2
aws,54.239.102.0/24,us-west-1
aws,54.239.103.0/25,us-west-1
aws,54.239.103.128/26,us-east-1
aws,54.239.104.0/21,
aws,54.239.112.0/23,
aws,54.239.114.0/25,eu-west-1
aws,54.239.114.128/26,eu-west-1
aws,54.239.115.0/25,eu-west-1
aws,54.239.116.0/22,ap-northeast-2
aws,54.239.120.0/21,ap-northeast-2
aws,54.239.128.0/18,GLOBAL
aws,54.239.192.0/19,GLOBAL
aws,54.240.128.0/18,GLOBAL
aws,54.240.192.0/21,
aws,54.240.200.0/24,ap-northeast-1
aws,54.240.202.0/23,
aws,54.240.204.0/22,ap-southeast-2
aws,54.240.208.0/20,
aws,54.240.225.0/24,ap-northeast-1
aws,54.240.226.0/23,ap-southeast-1
aws,54.240.228.0/22,
aws,54.240.232.0/22,us-east-1
aws,54.240.236.1/32,eu-south-1
aws,54.240.236.2/32,eu-south-1
aws,54.240.236.5/32,eu-south-1
aws,54.240.236.6/32,eu-south-1
aws,54.240.236.9/32,eu-south-1
aws,54.240.236.10/32,eu-south-1
aws,54.240.236.13/32,eu-south-1
aws,54.240.236.14/32,eu-south-1
aws,54.240.236.17/32,eu-south-1
aws,54.240.236.18/32,eu-south-1
aws,54.240.236.21/32,eu-south-1
aws,54.240.236.22/32,eu-south-1
aws,54.240.236.25/32,eu-south-1
aws,54.240.236.26/32,eu-south-1
aws,54.240.236.29/32,eu-south-1
aws,54.240.236.30/32,eu-south-1
aws,54.240.236.33/32,eu-south-1
aws,54.240.236.34/32,eu-south-1
aws,54.240.236.37/32,eu-south-1
aws,54.240.236.38/32,eu-south-1
aws,54.240.236.41/32,eu-south-1
aws,54.240.236.42/32,eu-south-1
aws,54.240.236.45/32,eu-south-1
aws,54.240.236.46/32,eu-south-1
aws,54.240.236.49/32,eu-south-1
aws,54.240.236.50/32,eu-south-1
aws,54.240.236.53/32,eu-south-1
aws,54.240.236.54/32,eu-south-1
aws,54.240.236.57/32,eu-south-1
aws,54.240.236.58/32,eu-south-1
aws,54.240.236.61/32,eu-south-1
aws,54.240.236.62/32,eu-south-1
aws,54.240.236.65/32,eu-south-1
aws,54.240.236.66/32,eu-south-1
aws,54.240.236.69/32,eu-south-1
aws,54.240.236.70/32,eu-south-1
aws,54.240.236.73/32,eu-south-1
aws,54.240.236.74/32,eu-south-1
aws,54.240.236.77/32,eu-south-1
aws,54.240.236.78/32,eu-south-1
aws,54.240.236.81/32,eu-south-1
aws,54.240.236.82/32,eu-south-1
aws,54.240.236.85/32,eu-south-1
aws,54.240.236.86/32,eu-south-1
aws,54.240.236.89/32,eu-south-1
aws,54.240.236.90/32,eu-south-1
aws,54.240.236.93/32,eu-south-1
aws,54.240.236.94/32,eu-south-1
aws,54.240.241.0/24,ap-east-1
aws,54.240.242.0/23,us-west-1
aws,54.240.244.0/22,sa-east-1
aws,54.240.248.0/21,us-west-2
aws,54.241.0.0/16,us-west-1
aws,54.242.0.0/15,us-east-1
aws,54.244.0.0/14,
aws,54.248.0.0/13,
aws,56.10.0.0/15,ap-southeast-1
aws,56.48.0.0/13,eu-west-1
aws,56.68.0.0/17,ap-southeast-5
aws,56.69.0.0/16,ap-southeast-5
aws,56.70.0.0/15,ap-southeast-5
aws,56.96.0.0/14,ap-southeast-4
aws,56.112.0.0/14,ca-west-1
aws,56.124.0.0/14,sa-east-1
aws,56.128.0.0/14,ap-southeast-3
aws,56.136.0.0/14,us-gov-west-1
aws,56.155.0.0/16,ap-northeast-3
aws,56.156.0.0/15,ap-northeast-3
aws,56.159.0.0/16,ap-northeast-3
aws,56.162.0.0/16,ap-northeast-3
aws,56.164.0.0/16,ap-northeast-3
aws,56.184.0.0/14,me-south-1
aws,56.228.0.0/14,eu-north-1
aws,56.240.0.0/13,
aws,57.180.0.0/14,ap-northeast-1
aws,58.254.138.0/25,GLOBAL
aws,58.254.138.128/26,GLOBAL
aws,63.32.0.0/14,eu-west-1
aws,63.176.0.0/12,eu-central-1
aws,63.246.112.0/22,
aws,63.246.119.0/24,us-east-1
aws,63.246.120.0/21,GLOBAL
aws,64.187.128.0/20,us-east-1
aws,64.252.64.0/18,
aws,64.252.128.0/18,GLOBAL
aws,65.0.0.0/14,ap-south-1
aws,65.8.0.0/16,GLOBAL
aws,65.9.0.0/17,GLOBAL
aws,65.9.128.0/18,GLOBAL
aws,66.7.0.0/21,us-west-2
aws,67.202.0.0/18,us-east-1
aws,67.220.224.0/19,
aws,68.66.112.0/20,us-east-1
aws,68.79.0.0/18,cn-northwest-1
aws,69.0.136.0/22,eu-west-3
aws,69.107.3.176/28,us-east-1
aws,69.107.6.112/28,us-west-1
aws,69.107.6.160/28,ap-southeast-1
aws,69.107.6.200/29,ap-northeast-3
aws,69.107.6.208/28,
aws,69.107.6.224/29,eu-west-1
aws,69.107.7.0/28,ap-southeast-1
aws,69.107.7.16/29,ap-east-1
aws,69.107.7.32/27,
aws,69.107.7.64/26,
aws,69.107.7.128/28,me-south-1
aws,69.107.9.128/28,us-west-1
aws,69.107.9.176/28,ap-northeast-3
aws,69.107.9.192/26,
aws,69.107.10.0/25,
aws,69.107.10.128/26,
aws,69.107.10.192/28,us-east-1
aws,69.230.192.0/18,cn-northwest-1
aws,69.231.128.0/18,cn-northwest-1
aws,69.234.192.0/18,cn-northwest-1
aws,69.235.128.0/18,cn-northwest-1
aws,70.132.0.0/18,GLOBAL
aws,70.224.192.0/18,us-west-2
aws,70.232.64.0/18,
aws,71.131.192.0/18,cn-north-1
aws,71.132.0.0/18,cn-north-1
aws,71.136.64.0/18,cn-north-1
aws,71.137.0.0/18,cn-north-1
aws,71.152.0.0/17,GLOBAL
aws,72.21.192.0/19,us-east-1
aws,72.41.0.0/20,us-east-1
aws,72.44.32.0/19,us-east-1
aws,72.242.0.0/15,ap-east-2
aws,75.2.0.0/17,GLOBAL
aws,75.2.128.0/18,us-east-1
aws,75.3.0.0/18,us-east-2
aws,75.3.128.0/18,us-east-2
aws,75.22.192.0/18,us-east-1
aws,75.45.128.0/18,eu-central-1
aws,75.47.0.0/18,us-east-1
aws,75.79.0.0/16,us-gov-west-1
aws,75.101.128.0/17,us-east-1
aws,76.223.0.0/17,GLOBAL
aws,76.223.168.0/23,
aws,76.223.170.0/28,ca-west-1
aws,76.223.170.32/27,
aws,76.223.170.64/26,
aws,76.223.170.128/28,sa-west-1
aws,76.223.172.0/22,us-east-1
aws,77.112.0.0/14,us-east-2
aws,78.12.0.0/14,mx-central-1
aws,79.125.0.0/17,eu-west-1
aws,80.126.0.0/24,eu-north-1
aws,83.118.240.0/21,eusc-de-east-1
aws,83.119.64.0/18,eu-west-2
aws,83.119.128.0/18,eu-central-1
aws,83.160.0.0/15,sa-west-1
aws,87.238.80.0/21,eu-west-1
aws,88.104.0.0/13,
aws,89.48.0.0/13,ap-southeast-7
aws,93.77.128.0/19,GLOBAL
aws,94.36.0.0/14,ap-southeast-5
aws,95.40.0.0/15,ap-east-1
aws,96.0.0.0/18,
aws,96.0.64.0/19,
aws,96.0.96.0/21,us-east-1
aws,96.0.104.0/22,us-east-1
aws,96.0.108.0/24,ap-southeast-1
aws,96.0.110.0/23,us-west-2
aws,96.0.112.0/20,ap-southeast-1
aws,96.0.128.0/19,
aws,96.0.160.0/20,us-west-2
aws,96.0.176.0/21,ap-southeast-1
aws,96.0.184.0/22,ap-southeast-2
aws,96.127.0.0/17,us-gov-west-1
aws,98.80.0.0/12,us-east-1
aws,98.130.0.0/15,ap-south-2
aws,99.10.0.0/18,eu-north-1
aws,99.77.0.0/18,
aws,99.77.128.0/18,
aws,99.77.232.0/21,
aws,99.77.240.0/21,
aws,99.77.248.0/22,
aws,99.77.252.0/23,
aws,99.77.254.0/24,us-east-1
aws,99.78.128.0/19,
aws,99.78.160.0/21,eu-central-1
aws,99.78.168.0/22,
aws,99.78.172.0/24,eu-west-1
aws,99.78.176.0/20,
aws,99.78.192.0/21,
aws,99.78.208.0/20,
aws,99.78.228.0/22,ap-southeast-3
aws,99.78.232.0/21,ap-southeast-3
aws,99.78.240.0/20,ap-southeast-3
aws,99.79.0.0/16,ca-central-1
aws,99.80.0.0/15,eu-west-1
aws,99.82.0.0/22,ap-northeast-1
aws,99.82.8.0/21,GLOBAL
aws,99.82.128.0/18,
aws,99.83.64.0/19,
aws,99.83.96.0/21,
aws,99.83.104.0/22,
aws,99.83.108.0/23,eu-south-1
aws,99.83.112.0/21,GLOBAL
aws,99.83.120.0/22,ap-southeast-2
aws,99.83.128.0/17,GLOBAL
aws,99.84.0.0/16,GLOBAL
aws,99.86.0.0/16,GLOBAL
aws,99.87.0.0/19,
aws,99.87.32.0/22,eu-west-1
aws,99.150.0.0/17,
aws,99.151.64.0/18,
aws,99.151.128.0/19,
aws,99.151.160.0/20,
aws,99.151.184.0/21,
aws,99.181.64.0/18,GLOBAL
aws,99.200.0.0/13,eu-central-1
aws,100.20.0.0/14,us-west-2
aws,100.24.0.0/13,us-east-1
aws,100.48.0.0/12,us-east-1
aws,103.4.8.0/21,ap-northeast-1
aws,103.8.172.0/22,ap-southeast-2
aws,103.53.48.0/22,GLOBAL
aws,103.246.148.0/22,
aws,104.153.112.0/22,
aws,104.153.116.0/24,us-east-1
aws,104.153.118.0/24,us-east-1
aws,104.216.0.0/15,eu-west-2
aws,104.255.56.11/32,us-east-1
aws,104.255.56.12/32,us-east-1
aws,104.255.56.15/32,us-east-1
aws,104.255.56.16/30,us-east-1
aws,104.255.56.20/32,us-east-1
aws,104.255.56.23/32,us-east-1
aws,104.255.56.24/31,us-east-1
aws,104.255.56.26/32,us-east-1
aws,104.255.56.29/32,us-east-1
aws,104.255.57.0/32,us-east-2
aws,104.255.57.41/32,us-east-2
aws,104.255.57.98/32,mx-central-1
aws,104.255.57.100/30,mx-central-1
aws,104.255.57.164/30,us-east-2
aws,104.255.57.168/29,us-east-2
aws,104.255.58.0/32,eu-south-2
aws,104.255.58.43/32,eu-south-2
aws,104.255.58.44/32,eu-central-1
aws,104.255.58.63/32,eu-central-1
aws,104.255.59.81/32,ap-northeast-1
aws,104.255.59.82/31,ap-northeast-1
aws,104.255.59.85/32,ap-south-1
aws,104.255.59.86/31,
aws,104.255.59.88/32,ap-southeast-2
aws,104.255.59.91/32,ap-south-1
aws,104.255.59.101/32,ap-southeast-3
aws,104.255.59.102/31,ap-southeast-3
aws,104.255.59.104/31,ap-southeast-3
aws,104.255.59.106/32,ap-southeast-3
aws,104.255.59.114/31,ap-northeast-3
aws,104.255.59.118/31,ap-northeast-2
aws,104.255.59.122/31,ap-south-2
aws,104.255.59.124/30,ap-south-2
aws,104.255.59.130/31,ap-southeast-4
aws,104.255.59.132/30,ap-southeast-4
aws,104.255.59.136/30,
aws,104.255.59.196/30,ap-southeast-5
aws,104.255.59.200/31,ap-southeast-5
aws,104.255.59.206/31,ap-southeast-7
aws,104.255.59.208/29,
aws,104.255.59.216/31,ap-east-2
aws,104.255.59.238/31,ap-southeast-6
aws,104.255.59.240/30,ap-southeast-6
aws,107.20.0.0/14,us-east-1
aws,107.176.0.0/15,cn-north-1
aws,108.128.0.0/13,eu-west-1
aws,108.136.0.0/14,
aws,108.156.0.0/14,GLOBAL
aws,108.166.224.0/20,us-west-2
aws,108.166.240.0/22,us-west-2
aws,108.166.244.0/26,us-east-2
aws,108.166.248.0/21,us-east-2
aws,108.175.48.0/20,
aws,110.238.2.0/23,us-east-2
aws,111.13.171.128/25,GLOBAL
aws,111.13.185.32/27,GLOBAL
aws,111.13.185.64/27,GLOBAL
aws,116.129.226.0/25,GLOBAL
aws,116.129.226.128/26,GLOBAL
aws,118.193.97.64/26,GLOBAL
aws,118.193.97.128/25,GLOBAL
aws,119.147.182.0/25,GLOBAL
aws,119.147.182.128/26,GLOBAL
aws,120.52.12.64/26,GLOBAL
aws,120.52.22.96/27,GLOBAL
aws,120.52.39.128/27,GLOBAL
aws,120.52.153.192/26,GLOBAL
aws,120.232.236.0/25,GLOBAL
aws,120.232.236.128/26,GLOBAL
aws,120.253.240.192/26,GLOBAL
aws,120.253.241.160/27,GLOBAL
aws,120.253.245.128/26,GLOBAL
aws,120.253.245.192/27,GLOBAL
aws,122.200.61.0/24,ap-southeast-2
aws,122.248.192.0/18,ap-southeast-1
aws,130.176.0.0/17,GLOBAL
aws,130.176.128.0/18,GLOBAL
aws,130.176.192.0/19,GLOBAL
aws,130.176.224.0/20,GLOBAL
aws,130.176.254.0/23,GLOBAL
aws,136.8.0.0/15,us-west-1
aws,136.18.0.0/21,
aws,136.18.18.0/23,
aws,136.18.20.0/22,
aws,136.18.32.0/23,us-east-1
aws,136.18.34.0/24,ap-southeast-1
aws,136.18.50.0/23,us-east-1
aws,136.18.128.0/19,
aws,136.18.160.0/23,us-east-1
aws,136.18.254.0/23,us-east-1
aws,139.56.16.0/20,
aws,139.56.32.0/23,us-west-2
aws,139.56.34.0/24,us-east-1
aws,140.179.0.0/16,cn-north-1
aws,141.230.0.0/15,ap-southeast-1
aws,142.4.177.0/24,ap-south-1
aws,142.4.178.0/23,
aws,142.4.180.0/24,ap-south-1
aws,143.204.0.0/16,GLOBAL
aws,144.220.0.0/16,GLOBAL
aws,149.128.64.0/18,us-west-2
aws,150.102.0.0/15,eu-west-1
aws,150.222.0.0/21,
aws,150.222.8.0/22,
aws,150.222.12.0/23,
aws,150.222.14.0/24,ap-southeast-1
aws,150.222.15.124/30,us-east-1
aws,150.222.15.128/30,ap-northeast-1
aws,150.222.15.132/31,us-west-2
aws,150.222.24.32/29,us-east-1
aws,150.222.24.64/29,us-east-1
